,X,y
0,-20.0,1.528104691935328
1,-19.99,-1.1836850832655528
2,-19.98,-0.01052203178852018
3,-19.97,2.5297908984029176
4,-19.96,1.7991239802999308
5,-19.95,-3.8745432597528184
6,-19.94,-0.0038051649488239914
7,-19.93,-2.190689916595398
8,-19.92,-2.078405703587117
9,-19.91,-1.0347624961232562
10,-19.9,-1.5518628576782447
11,-19.89,1.0846075139259506
12,-19.88,-0.28585254970601226
13,-19.87,-1.5485654670143483
14,-19.86,-0.8881755345091461
15,-19.85,-1.0925388452514702
16,-19.84,1.244286146315209
17,-19.83,-2.1381720275315974
18,-19.82,-1.085702596698199
19,-19.81,-3.404010978603451
20,-19.8,-6.785779631668158
21,-19.79,-0.35654230911927876
22,-19.78,0.08111439771900542
23,-19.77,-3.1160655408128823
24,-19.76,2.9237972479752106
25,-19.75,-4.508418849197533
26,-19.74,-1.4921449653971046
27,-19.73,-1.94200320005167
28,-19.72,1.5139504287169125
29,-19.71,1.4031380398005686
30,-19.7,-1.2096551486061682
31,-19.69,-0.7471944607956528
32,-19.68,-3.263059495260225
33,-19.67,-5.4330484364478595
34,-19.66,-2.1512462986523033
35,-19.65,-1.1266895617920376
36,-19.64,1.0372293614554378
37,-19.63,0.9974441975688264
38,-19.62,-2.165931634815907
39,-19.61,-1.979845001150673
40,-19.6,-3.456305930134186
41,-19.59,-4.18319537435795
42,-19.58,-4.739658381250026
43,-19.57,2.5904752904635804
44,-19.56,-2.3143363635033056
45,-19.55,-2.1551361032223775
46,-19.54,-3.7685327200998495
47,-19.53,0.30808521166381686
48,-19.52,-4.458643695115906
49,-19.51,-1.640280060427939
50,-19.5,-2.9896831223873526
51,-19.49,-0.4088945042814771
52,-19.48,-2.1882582751377457
53,-19.47,-3.511859868244824
54,-19.46,-1.1909064566773153
55,-19.45,-0.261823758939163
56,-19.44,-0.9693975552336686
57,-19.43,-0.48143170452044093
58,-19.42,-2.33896218736193
59,-19.41,-1.7797418319742786
60,-19.4,-2.3831208955519037
61,-19.39,-1.7412458230810834
62,-19.38,-2.632370564088909
63,-19.37,-4.442580704663353
64,-19.36,-0.6190997154924933
65,-19.35,-1.761449372416529
66,-19.34,-4.202218693932087
67,-19.33,-0.00019098894844893355
68,-19.32,-2.7242847287664875
69,-19.31,-0.7897287084077179
70,-19.3,0.5806311243550719
71,-19.29,-0.6035136784851802
72,-19.28,1.433393369086601
73,-19.27,-3.2989871407073053
74,-19.26,-0.008578717644907918
75,-19.25,-2.1668076818806252
76,-19.24,-2.5227062983637616
77,-19.23,-1.9227348295288351
78,-19.22,-1.372063064254742
79,-19.21,-0.6205488155405119
80,-19.2,-3.0470996815667153
81,-19.19,1.100933473908373
82,-19.18,0.24668687946091872
83,-19.17,-3.7410428725544547
84,-19.16,2.3240323875912
85,-19.15,3.155390852061167
86,-19.14,1.7372571423192962
87,-19.13,-0.9640651716246994
88,-19.12,-2.729633243021089
89,-19.11,1.53686395386227
90,-19.1,-1.3623038939463614
91,-19.09,1.905030640764853
92,-19.08,-0.10721804384628075
93,-19.07,1.445602572967425
94,-19.06,0.2211507943488038
95,-19.05,0.9376588363838974
96,-19.04,-0.4383919585583575
97,-19.03,3.128445487811666
98,-19.02,-0.17337381459275725
99,-19.01,0.39287922688940025
100,-19.0,3.371301394112506
101,-18.99,-3.074417622284888
102,-18.98,-2.9037679969714683
103,-18.97,1.5920979163160214
104,-18.96,-2.67683881022832
105,-18.95,3.572754871298586
106,-18.94,-1.1256199615195004
107,-18.93,-1.7771851228815136
108,-18.92,3.5797160529607654
109,-18.91,2.7109700828688448
110,-18.9,3.5011679208531437
111,-18.89,1.5942498165507684
112,-18.88,-1.924179370109407
113,-18.87,3.6345144061980665
114,-18.86,-0.7055087419027612
115,-18.85,1.4515252915927839
116,-18.84,1.757231935547497
117,-18.83,-0.431175686181667
118,-18.82,1.123120740692156
119,-18.81,1.7554938431330565
120,-18.8,0.6800510623112558
121,-18.79,-2.2554810811683916
122,-18.78,0.5559183484121103
123,-18.77,2.6283362933740593
124,-18.76,-1.3974477194627315
125,-18.75,-0.2914565806553415
126,-18.74,-0.8463691034432747
127,-18.73,3.738591956958685
128,-18.72,1.4007815140248727
129,-18.71,0.8872441724822169
130,-18.7,-1.4513821488906293
131,-18.69,1.1830788825836318
132,-18.68,-1.2279533213147547
133,-18.67,0.20050561654870108
134,-18.66,-1.1187141567577628
135,-18.65,1.5219790898929988
136,-18.64,1.3384296332298824
137,-18.63,-0.2152130111559888
138,-18.62,1.0095354253232856
139,-18.61,-1.9524625174610093
140,-18.6,-2.732715185411215
141,-18.59,1.1447239025290705
142,-18.58,0.6154289907450625
143,-18.57,1.568287373784211
144,-18.56,5.080657549727883
145,-18.55,2.2194714739808274
146,-18.54,-1.4789864508883173
147,-18.53,2.5968370761917
148,-18.52,-2.252862821023041
149,-18.51,-0.5280687096294228
150,-18.5,0.2747667893507332
151,-18.49,3.8540859432987364
152,-18.48,-1.0459576440968827
153,-18.47,-1.1931725773180313
154,-18.46,0.2789529511491342
155,-18.45,-0.8349440727242157
156,-18.44,2.761439844213014
157,-18.43,-1.6355385167268461
158,-18.42,-1.7544553048222105
159,-18.41,-0.318999589488866
160,-18.4,-0.4232649013846074
161,-18.39,4.448024607633968
162,-18.38,2.5039636138515253
163,-18.37,0.7963869827703793
164,-18.36,-1.813423037660338
165,-18.35,2.3423384528030935
166,-18.34,-1.33065269477913
167,-18.33,-2.4035976935552235
168,-18.32,3.078171584704605
169,-18.31,1.3521657238497007
170,-18.3,2.5761676475616335
171,-18.29,1.3880758058860452
172,-18.28,2.4804532238053794
173,-18.27,-0.5190866866002966
174,-18.26,-1.2693476835689312
175,-18.25,2.1785015365632523
176,-18.24,-0.775331328347683
177,-18.23,-0.531435055500401
178,-18.22,-0.04722300703468585
179,-18.21,0.9149788180501077
180,-18.2,0.18821217749303398
181,-18.19,-1.8375220868360418
182,-18.18,-0.3586748056657847
183,-18.17,-3.502061804448856
184,-18.16,2.2113909020543723
185,-18.15,-2.227002811213497
186,-18.14,-1.2154686788569018
187,-18.13,1.1138146585219482
188,-18.12,-0.4534539927826262
189,-18.11,4.127889690813472
190,-18.1,-1.527663819446902
191,-18.09,1.6083422386983686
192,-18.08,1.0118663635450116
193,-18.07,-1.229562495482398
194,-18.06,2.1693713210635117
195,-18.05,0.7959198375555018
196,-18.04,2.6987891024273334
197,-18.03,2.818412807927462
198,-18.02,5.51407389856138
199,-18.01,3.8768563988727776
200,-18.0,0.48163632411511437
201,-17.99,0.7574421448481492
202,-17.98,3.4517211917742223
203,-17.97,2.579131961445199
204,-17.96,2.565071052195181
205,-17.95,-1.932899588621671
206,-17.94,1.2685657512021273
207,-17.93,-0.14263731841137828
208,-17.92,1.9094811980864694
209,-17.91,1.1695397207140845
210,-17.9,-150.0
211,-17.89,2.032696930382599
212,-17.88,2.9871279242179547
213,-17.87,0.49784630652811
214,-17.86,-0.44199451183650385
215,-17.85,0.6430131135949009
216,-17.84,1.445287172277117
217,-17.83,2.2538479711101624
218,-17.82,6.030379901381703
219,-17.81,1.4434661966787146
220,-17.8,-0.3676900009855528
221,-17.79,0.8684569486012285
222,-17.78,0.649450050707807
223,-17.77,2.555827447546924
224,-17.76,-1.4725060288892529
225,-17.75,1.7518364884006643
226,-17.74,1.9545510759307525
227,-17.73,2.1221265724005502
228,-17.72,0.47935986206927717
229,-17.71,1.2143770405279826
230,-17.7,-1.1416718179650627
231,-17.69,0.7360407332756099
232,-17.68,0.653189047966563
233,-17.67,2.587244592522847
234,-17.66,-0.5409868636438255
235,-17.65,3.350008703419987
236,-17.64,4.792817088982735
237,-17.63,-2.319885550027063
238,-17.62,2.688839461556201
239,-17.61,3.206376570060491
240,-17.6,0.5939259488955388
241,-17.59,1.0904968713424057
242,-17.58,1.6355208448260903
243,-17.57,1.3219427411965423
244,-17.56,1.3157420619057585
245,-17.55,-1.4019951126599568
246,-17.54,4.270921129566241
247,-17.53,4.14174168407364
248,-17.52,0.37202348159159304
249,-17.51,-0.9178481556050322
250,-17.5,3.073379752905517
251,-17.49,0.8959245603738681
252,-17.48,2.3476583266415574
253,-17.47,1.4413476657098117
254,-17.46,3.4793355021403727
255,-17.45,3.5020107873120114
256,-17.44,0.6775732430728287
257,-17.43,-0.6217034107901096
258,-17.42,-1.0045947946701683
259,-17.41,3.3982992582144096
260,-17.4,-0.18391851556805472
261,-17.39,1.1964277914026218
262,-17.38,1.0336939230989848
263,-17.37,2.1374499074609057
264,-17.36,-1.6137116116930152
265,-17.35,2.652669693587653
266,-17.34,3.339160047668411
267,-17.33,2.4844886740893233
268,-17.32,1.7021396566030549
269,-17.31,2.5349808325375687
270,-17.3,3.15454269128026
271,-17.29,-3.1724650128533005
272,-17.28,6.300816616501386
273,-17.27,3.185451145375854
274,-17.26,1.1167208352259554
275,-17.25,1.655905749624797
276,-17.24,3.4415715546983803
277,-17.23,2.238156621931264
278,-17.22,-1.5747269355629872
279,-17.21,6.631906222718637
280,-17.2,2.2981186855350537
281,-17.19,4.575825923431596
282,-17.18,1.1676623044312182
283,-17.17,5.640798608491593
284,-17.16,3.1570153777845578
285,-17.15,3.8183001689509037
286,-17.14,0.5263912677060905
287,-17.13,5.055475079365403
288,-17.12,4.029108329069574
289,-17.11,5.269452959129999
290,-17.1,1.4258748807168375
291,-17.09,1.7362862630784242
292,-17.08,7.322465395367887
293,-17.07,0.6108928545569032
294,-17.06,2.47531859864336
295,-17.05,5.03729522520539
296,-17.04,2.97525793542971
297,-17.03,3.9620118595065836
298,-17.02,2.01350394147425
